incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,severity,resolution,num_arrests,property_loss_usd,reported_online,notes,weapon_used_blunt object,weapon_used_firearm,weapon_used_gun,weapon_used_hands,weapon_used_hands/feet,weapon_used_knife,weapon_used_pistol,weapon_used_rifle,weapon_used_unarmed,weapon_used_unknown,case_status_investgation,case_status_open,case_status_pending,case_status_pendng,case_status_resolved,case_status_under investigation,case_status_unknown
INC003938,domestic violence,north,Oakdale,IL,8764 Oak Ave,41.600759,85.7005,2018-05-15 00:38:05,OFF0148,William,Miller,7232.0,SUS00178,Matthew,Nguyen,52.0,Female,Asian,VIC00594,Thomas,Thompson,40.0,Unknown,Missing,high,No Arrest,4.0,43606.67,Unknown,Incident at 8764 Oak Ave. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
INC004673,theft,central  ,Lakewood,AZ,6524 River Rd,31.150247,-96.009622,08/05/2023 10:43,OFF0149,Matthew,Lee,1483.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00734,Jessica,Thomas,30.0,f,954-405-3364,Critical,Dismissed,1.0,35925.36,1,Missing,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
INC004620,B&E,east,Hillcrest,AZ,1432 River Rd,35.186961,-74.581207,2023-03-26 13:16:44,OFF0105,Ashley,Scott,2554.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00721,Anthony,Hall,30.0,female,Missing,CRITICAL,warning,5.0,46161.55,True,Missing,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC004721,Burglary,WEST,Riverside,NY,3888 Park Rd,31.872938,-70.567058,2020-04-07 20:46:09,OFF0144,Emily,Flores,3228.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00491,Carol,Wilson,81.0,Unknown,328-338-1329,Med,Arres Made,2.0,23681.434999999998,Unknown,Missing,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
INC003918,sexual assault,SOUTHEAST,Springfield,AZ,4797 Washington Ave,28.604927,-93.782306,2020-05-05 02:22:26,OFF0115,Joseph,Harris,9913.0,SUS00142,Nancy,Jackson,36.0,male,Asian,VIC00161,Richard,Johnson,85.0,Unknown,826-461-1979,MEDIUM,NO ARREST,0.0,21423.15,1,Incident at 4797 Washington Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC001549,SA,Central,Centerville,PA,8456 Maple Dr,42.441762,-107.971701,2024-06-07 20:15:26,OFF0039,David,Torres,6567.0,SUS00591,William,Thompson,71.0,FEMALE,BLACK,VIC00582,Jessica,Thompson,17.0,Male,Missing,high,NO ARREST,2.0,10067.97,0,Incident at 8456 Maple Dr. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC004483,manslaughter,Cen,Centerville,CA,8961 Sunset Blvd,30.069486,-100.538674,2023-03-13 04:45:18,OFF0085,Charles,Green,6681.0,SUS00208,John,Scott,46.0,M,asian,VIC00747,Richard,Davis,158.0,m,639-978-2949,4,Unknown,5.0,13095.81,yes,Incident at 8961 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
INC001538,Burglary,Southeast  ,Maplewood,IL,5089 Oak Ave,32.947376,-102.364971,2021-10-29 06:39:29,OFF0074,Michael,Flores,8885.0,SUS00344,Michelle,Lee,46.0,Other,Other,VIC00963,Michael,Jones,78.0,m,319-617-1231,High,Unknown,2.0,17588.08,YES,Incident at 5089 Oak Ave. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
INC000241,Sexual Assualt, Northeast,Maplewood,AZ,7584 Park Rd,46.532657,-73.791861,2024-02-16 08:48:12,OFF0035,Jennifer,Martin,8763.0,SUS00011,Jennifer,Jones,45.0,Female,White,VIC00320,Michael,Allen,22.0,FEMALE,669-438-2551,Crit,Arres Made,1.0,3338.6,Unknown,Incident at 7584 Park Rd. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
INC002940,Drug Offense,NORTH,Springfield,FL,4376 Cedar Lane,29.075092,-80.696499,2021-11-17 10:13:28,OFF0150,David,Thompson,3506.0,SUS00346,James,Jones,57.0,Female,Other,VIC00400,Karen,Hall,40.0,Male,414-360-8551,MEDIUM,NO ARREST,2.0,25055.61,No,Incident at 4376 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC001457,Tresspassing, West,Hillcrest,NY,3221 Park Rd,35.252367,-94.894999,2019-09-28 07:08:10,OFF0059,David,Wright,9591.0,SUS00061,Mark,Thompson,25.0,Unknown,Unknown,VIC00852,Carol,Martin,87.0,Unknown,547-682-9253,low,Dismissed,2.0,16173.4,False,Incident at 3221 Park Rd. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC004068,Narcotics,Midtown  ,Hillcrest,GA,3034 Oak Ave,27.23255,-88.769909,2018-06-05 18:22:26,OFF0094,Jessica,Scott,6795.0,SUS00628,Carol,Taylor,74.0,Female,asian,VIC00160,Michael,Torres,49.0,female,8517008969,Critical,arrest made,1.0,5666.55,YES,Incident at 3034 Oak Ave. Officer responded at scene.,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
INC002564,DWI,west,Springfield,AZ,3564 Cedar Lane,45.434485,-114.554605,2020-12-15 05:51:54,OFF0061,Jessica,Wilson,3302.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00469,Anthony,Davis,75.0,M,633-531-8814,1,Case Dismissed,3.0,12276.12,Yes,Missing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
INC001194,burglary,Mid,Riverside,AZ,6393 Cedar Lane,37.254599,-110.689752,2018-08-03 02:56:09,OFF0074,chris,Hall,6830.0,SUS00311,Ashley,Allen,-26.0,Unknown,Black,VIC00935,Susan,Thomas,52.0,Male,881-948-6323,Med,No Arrest,5.0,23681.434999999998,yes,Incident at 6393 Cedar Lane. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
INC003593,Drug Offense,Southeast,Maplewood,PA,6916 Main St,30.081925,-97.608852,2018-07-12 18:49:01,OFF0007,Richard,Torres,5956.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00525,Michael,Smith,72.0,Unknown,297-666-9542,MEDIUM,Unknown,1.0,32164.02,no,Missing,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
INC001199,hacking,SOUTH,Hillcrest,OH,3323 Sunset Blvd,32.537027,-91.554469,2019-05-01 12:30:14,OFF0124,John,Young,8602.0,SUS00405,Carol,Brown,39.0,Other,Other,VIC00140,Donna,Miller,37.0,FEMALE,225-212-1793,4,Arrest Made,0.0,21926.41,YES,Incident at 3323 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
INC002605,ROBBERY,Sou,Fairview,PA,7464 Cedar Lane,34.259058,-108.527501,2023-02-21 11:15:06,OFF0106,James,Williams,8835.0,SUS00762,Richard,Miller,18.0,Unknown,Unknown,VIC00244,Barbara,Torres,64.0,Female,929-220-1385,Medium,warning,5.0,15464.84,YES,Incident at 7464 Cedar Lane. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
INC002583,Robbery,Sou,Hillcrest,TX,4917 Elm Blvd,43.836007,-103.077022,2020-06-12 05:47:37,OFF0030,Mary,Anderson,3347.0,SUS00533,Joseph,Lee,284.0,f,White,VIC00977,Jessica,Thompson,28.0,f,3357391976,high,Arres Made,2.0,10023.37,False,Incident at 4917 Elm Blvd. Officer responded at scene.,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INC004038,Cybercrime,West  ,Fairview,NC,6468 Maple Dr,43.842654,-86.914371,07/05/2023 07:09,OFF0084,Patricia,White,2798.0,SUS00713,Susan,Flores,61.0,F,Hispanic,VIC00262,Patricia,Davis,28.0,Unknown,3681699166,Critical,arrest made,2.0,6015.62,YES,Incident at 6468 Maple Dr. Officer responded at scene.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
INC004465,Vandlism,SOUTHWEST,Oakdale,GA,7949 Washington Ave,36.8883775,-74.417267,2021-04-24 21:47:35,OFF0064,Anthony,Walker,5260.0,SUS00296,Chris,Miller,36.0,f,Black,VIC00485,William,Anderson,50.0,Unknown,Missing,CRITICAL,Warning Issued,3.0,23681.434999999998,0,Incident at 7949 Washington Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC000503,DV,Nor,Springfield,OH,2263 Elm Blvd,31.631052,-117.030025,2020-06-17 17:59:20,OFF0040,James,Thomas,7698.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00323,David,Wright,-85.0,Unknown,345-119-2563,high,Case Dismissed,2.0,25965.34,yes,Missing,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
INC002224,Fraudulent Activity,Cen,Riverside,NY,1293 Washington Ave,31.324888,-87.24949,2018-04-24 05:42:40,OFF0052,Robert,Martin,3410.0,SUS00128,Barbara,Torres,73.0,Other,hispanic,VIC00497,John,Johnson,74.0,female,6356525134,MEDIUM,NO ARREST,4.0,10698.93,No,Missing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC002540,Domestc Violence, northwest,Riverside,NC,6433 Cedar Lane,40.852357,-87.196809,2022-06-02 10:15:32,OFF0020,Jennifer,Smith,1950.0,SUS00001,Michael,Thompson,51.0,male,Unknown,0,Missing,Missing,50.0,Unknown,Missing,3,warning,2.0,41063.81,no,Incident at 6433 Cedar Lane. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INC004581,D.U.I., Northwest,Fairview,OH,7369 Lincoln St,41.559858,-107.325773,2019-12-30 07:05:16,OFF0019,Richard,Miller,4446.0,SUS00117,Donna,Brown,63.0,F,Unknown,VIC00162,Robert,Green,35.0,Unknown,Missing,CRITICAL,Arrest Made,-2.0,23681.434999999998,0,Incident at 7369 Lincoln St. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC004530,fraud, South,Springfield,OH,8268 Sunset Blvd,42.573962,-117.821504,2021-05-14 21:40:10,OFF0082,Jessica,Thompson,9212.0,SUS00210,Donna,Flores,20.0,m,Hispanic,VIC00720,Chris,Hill,-73.0,M,218-563-6930,Med,arrest made,0.0,8474.15,No,Incident at 8268 Sunset Blvd. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INC000099,Hacking,Southwest  ,Hillcrest,FL,6386 River Rd,30.073626,-117.881094,27-04-2023,OFF0062,Thomas,Scott,5454.0,SUS00292,Karen,Torres,32.0,F,Asian,VIC00874,Robert,Moore,24.0,Unknown,(666) -73-2-8418,1,warning,1.0,16032.19,yes,Missing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INC004585,Arsen,nor,Fairview,FL,3135 Maple Dr,35.916657,-83.445673,2019-02-11 00:22:02,OFF0065,Patricia,Wright,6699.0,SUS00631,Karen,Hall,39.0,f,hispanic,VIC00051,John,Brown,64.0,MALE,Missing,High,Case Dismissed,0.0,13998.01,yes,Incident at 3135 Maple Dr. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
INC002286,Tresspassing,Wes,Lakewood,IL,8849 Park Rd,33.169599,-79.948488,2018-11-08 11:20:41,OFF0100,Emily,Allen,2992.0,SUS00461,Chris,Martin,44.0,Unknown,Black,VIC00579,Matthew,Davis,74.0,MALE,763-348-4073,high,warning,5.0,23681.434999999998,no,Incident at 8849 Park Rd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INC000332,KIDNAPPING, Northeast,Lakewood,IL,3141 Main St,40.379281,-97.568733,2020-08-14 01:58:21,OFF0106,Donna,Wilson,5761.0,SUS00526,Anthony,Martin,47.0,Male,Asian,VIC00749,Linda,Thompson,74.0,FEMALE,(382) -95-0-5512,1,warning,4.0,41587.67,Yes,Incident at 3141 Main St. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
INC002121,Kidnapping,Cen,Centerville,TX,8425 Washington Ave,30.271537,-72.324843,2019-12-24 22:19:35,OFF0027,Mary,Brown,2286.0,SUS00800,Jennifer,White,31.0,MALE,White,VIC00677,Mary,Hall,87.0,m,739-434-7453,Low,Warning Issued,0.0,18612.81,YES,Incident at 8425 Washington Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC001294,Drugs, West,Springfield,NC,4477 Elm Blvd,25.437192,-70.885085,2021-12-19 10:06:20,OFF0102,Daniel,Brown,1611.0,SUS00645,Charles,Thompson,65.0,Unknown,BLACK,VIC00338,Daniel,Williams,38.0,Female,307-669-9185,3,Dismissed,2.0,25966.08,No,Incident at 4477 Elm Blvd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
INC000773,HOMICIDE,Wes,Fairview,TX,3305 Lincoln St,45.02718,-102.493965,2020-02-09 10:42:04,OFF0086,Jennifer,Lee,5658.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00134,Emily,Garcia,12.0,female,260-623-6802,Low,Case Dismissed,1.0,13173.07,1,Missing,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC004334,FRAUD,northwest,Riverside,OH,1057 River Rd,31.271361,-98.995698,2024-08-25 21:10:47,OFF0040,Michelle,Brown,2517.0,SUS00297,William,Wilson,20.0,Unknown,Unknown,VIC00505,Daniel,Hill,81.0,Male,740-485-3461,CRITICAL,Arres Made,1.0,16045.45,False,Incident at 1057 River Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
INC000361,Arsen,MIDTOWN,Riverside,NC,7309 Main St,26.540899,-79.227609,2020-03-31 13:44:47,OFF0043,Mark,Jackson,3286.0,SUS00027,Mary,Martin,168.0,f,asian,VIC00865,John,Jackson,17.0,f,362-776-1449,Medium,Dismissed,0.0,23681.434999999998,Unknown,Incident at 7309 Main St. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
INC004500,Murder,Wes,Maplewood,OH,7735 Main St,40.583453,-99.561328,2018-05-17 12:25:34,OFF0133,John,Hall,4684.0,SUS00039,Barbara,Hall,52.0,FEMALE,Asian,VIC00653,Mary,Torres,33.0,Other,489-169-2049,Crit,Arres Made,2.0,3581.3,Unknown,Incident at 7735 Main St. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
INC004275,Larceny,Northwest  ,Centerville,GA,3742 Maple Dr,25.828716,-93.35143,17-10-2022,OFF0018,Donna,Nguyen,7892.0,SUS00200,Ashley,Allen,60.0,male,Asian,VIC00962,Charles,Wilson,80.0,Unknown,413-947-7082,Low,Arrest Made,2.0,23681.434999999998,0,Incident at 3742 Maple Dr. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
INC000813,Fraud,midtown,Springfield,NY,3672 Oak Ave,41.651856,-108.494738,06-09-2021,OFF0095,Jessica,Hall,6799.0,SUS00508,Michelle,Brown,46.0,F,BLACK,VIC00363,Michelle,Green,75.0,Unknown,298-316-1371,Crit,arrest made,0.0,15160.32,True,Incident at 3672 Oak Ave. Officer responded at scene.,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INC001102,Murder,Sou,Springfield,NY,902 Elm Blvd,35.601824,-92.189935,2018-05-09 21:49:50,OFF0143,carol,Walker,9942.0,SUS00593,Karen,Thomas,54.0,MALE,Unknown,VIC00194,Michelle,Martin,48.0,male,461-264-4085,low,Unknown,2.0,23681.434999999998,No,Missing,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
INC000625,Drugs,east,Riverside,NY,3301 River Rd,41.314358,-94.657886,2021-03-14 01:41:05,OFF0016,James,Green,9421.0,SUS00201,Jessica,Hall,62.0,Female,Hispanic,VIC00688,Charles,Flores,76.0,Unknown,8328384723,Unknown,Unknown,3.0,45125.19,No,Incident at 3301 River Rd. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC004304,Graffiti,northeast,Riverside,FL,4358 Sunset Blvd,45.281054,-71.001812,2019-08-10 19:34:32,OFF0106,Charles,Moore,6455.0,SUS00686,Barbara,Flores,46.0,female,Asian,VIC00493,Donna,Flores,78.0,MALE,508-841-6762,high,warning,0.0,49998.3,NO,Incident at 4358 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
INC002795,cyber crime,Northeast,Centerville,GA,7306 Park Rd,44.620936,-119.060616,2019-12-13 02:36:54,OFF0128,Thomas,Nguyen,8177.0,SUS00162,Daniel,Martin,71.0,MALE,asian,VIC00706,Karen,Wright,41.0,Unknown,3501718853,high,Warning Issued,4.0,14190.37,0,Incident at 7306 Park Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
INC000520,VANDALISM,SOUTHWEST,Centerville,IL,4016 Sunset Blvd,25.295516,81.46,2023-03-26 13:09:22,OFF0076,Matthew,Anderson,4208.0,SUS00694,Carol,Brown,73.0,Female,Unknown,VIC00463,Jessica,Jackson,64.0,M,Missing,Unknown,NO ARREST,0.0,23681.434999999998,False,Missing,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
INC004114,Trespass, Central,Centerville,OH,7482 Elm Blvd,45.864145,-115.126084,2020-02-25 05:53:42,OFF0036,ashley,Scott,5766.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00608,Matthew,Wilson,26.0,Unknown,409-600-1910,4,Unknown,3.0,27782.18,yes,Incident at 7482 Elm Blvd. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
INC003676,Cybercrime,WEST,Springfield,CA,3434 Maple Dr,177.3708,-89.665793,2019-07-14 07:25:46,OFF0030,MARY,Johnson,1316.0,SUS00295,David,Jones,44.0,male,BLACK,VIC00161,Susan,Nguyen,27.0,m,562-874-3071,2,Arrest Made,4.0,26714.22,YES,Incident at 3434 Maple Dr. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INC001667,sexual assault,SOUTHEAST,Maplewood,TX,9911 Washington Ave,41.177812,-94.009662,2019-09-17 21:09:26,OFF0062,Linda,Miller,1907.0,SUS00434,Ashley,Lee,74.0,m,hispanic,VIC00790,Linda,Anderson,53.0,Other,923-242-1074,4,warning,4.0,23681.434999999998,Unknown,Incident at 9911 Washington Ave. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
INC000206,ROBBERY,Midtown,Oakdale,CA,5923 River Rd,47.506899,-110.902117,2019-10-20 02:03:08,OFF0006,Matthew,Hall,5571.5,SUS00277,Jennifer,Williams,24.0,Female,Other,VIC00415,Michelle,Allen,67.0,f,6296374507,High,Arrest Made,0.0,44747.83,1,Incident at 5923 River Rd. Officer responded at scene.,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
INC004592,ASSAULT,Sou,Lakewood,PA,8144 Sunset Blvd,43.663958,-91.731942,09/19/2024 07:52,OFF0145,Chris,Lee,6782.0,SUS00537,Sarah,Flores,49.0,Unknown,BLACK,VIC00117,Anthony,Lee,39.0,M,374-147-1627,2,warning,5.0,9462.51,YES,Incident at 8144 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC002221,robbery,NORTHEAST,Riverside,AZ,84 Lincoln St,47.635017,67.2403,2022-11-28 02:25:21,OFF0056,John,Thomas,5571.5,SUS00618,Emily,White,49.0,Male,asian,0,Missing,Missing,50.0,Unknown,Missing,3,Unknown,0.0,26508.23,False,Incident at 84 Lincoln St. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
INC002574,Robbry,  Northwest  ,Lakewood,TX,9985 Washington Ave,28.248231,-119.861367,2023-06-15 06:41:54,OFF0105,Charles,Davis,7963.0,SUS00458,Jennifer,Johnson,-75.0,f,Asian,VIC00344,Ashley,Torres,58.0,male,913-746-8897,MEDIUM,Arres Made,3.0,27768.7,0,Incident at 9985 Washington Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INC000233,Domestc Violence,Southwest  ,Fairview,FL,6592 Washington Ave,30.553003,-106.743622,2020-11-12 10:14:47,OFF0087,Charles,Lee,2765.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00757,Joseph,Green,62.0,Unknown,660-858-8138,2,Warning Issued,5.0,9172.54,False,Incident at 6592 Washington Ave. Officer responded at scene.,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC002967,Arsen,Sou,Riverside,NY,8016 Elm Blvd,44.551069,-92.24474,2023-12-08 09:25:09,OFF0121,SARAH,Johnson,5395.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00434,Linda,Jackson,54.0,Unknown,Missing,3,Unknown,5.0,7792.82,YES,Incident at 8016 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC001236,Vandalism,Northeast  ,Centerville,TX,9148 Main St,42.18478,-74.407461,2022-10-21 00:18:17,OFF0035,Robert,Scott,4088.0,SUS00634,Jessica,Anderson,46.0,FEMALE,Unknown,VIC00375,Chris,Wilson,23.0,Unknown,2006243957,low,Unknown,3.0,13757.67,1,Incident at 9148 Main St. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC001710,fraud,Southeast,Lakewood,TX,6752 Lincoln St,41.53023,-97.221004,2022-10-15 23:33:50,OFF0017,Mark,Jones,8134.0,SUS00428,Patricia,Green,176.0,MALE,Asian,VIC00567,Michael,Harris,87.0,MALE,298-318-1393,Unknown,No Arrest,5.0,17677.85,no,Incident at 6752 Lincoln St. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INC003597,Roberry,North  ,Lakewood,PA,9062 Cedar Lane,37.343152,-71.893581,2018-02-26 03:21:48,OFF0086,John,Davis,1355.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00231,Daniel,Walker,75.0,m,653-180-4005,Crit,Arres Made,5.0,21193.58,0,Incident at 9062 Cedar Lane. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
INC002435,Sexual Assault,EAST,Maplewood,CA,4596 Park Rd,44.37039,-93.208891,2022-11-14 08:54:10,OFF0080,Jennifer,Smith,8187.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00636,Ashley,Miller,61.0,Other,597-590-5404,4,arrest made,5.0,23681.434999999998,no,Incident at 4596 Park Rd. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
INC002755,Sexual Assault,SOUTH,Oakdale,CA,268 Main St,29.442014,-112.632564,2019-01-10 23:01:28,OFF0051,James,Martin,4623.0,SUS00740,William,Nguyen,61.0,Unknown,Black,VIC00821,Ashley,Thomas,32.0,Female,2862738083,Low,Arrest Made,2.0,23263.38,Unknown,Incident at 268 Main St. Officer responded at scene.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
INC001707,Burglry, Northwest,Maplewood,OH,8869 Park Rd,27.147766,-86.4116,2021-08-24 20:03:17,OFF0002,Barbara,Lee,7354.0,SUS00779,Matthew,Johnson,54.0,Female,Asian,0,Missing,Missing,50.0,Unknown,Missing,CRITICAL,NO ARREST,5.0,-6884.57,yes,Incident at 8869 Park Rd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INC004791,Battery,Southwest,Lakewood,FL,9928 Lincoln St,31.639177,-101.79999,2018-05-19 20:10:01,OFF0068,Susan,White,8037.0,SUS00520,Daniel,Anderson,46.0,m,asian,VIC00919,Nancy,Davis,-15.0,female,861-756-5419,Crit,No Arrest,1.0,39294.29,No,Incident at 9928 Lincoln St. Officer responded at scene.,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
INC004971,Cyber Crime,Northeast,Riverside,FL,8356 Elm Blvd,39.989331,-94.657886,2019-06-23 13:41:16,OFF0135,THOMAS,Scott,9966.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00741,Ashley,Lee,53.0,Unknown,958-510-5374,Low,Unknown,4.0,17332.6,1,Incident at 8356 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
INC001728,fraud, Southeast,Centerville,CA,7061 River Rd,44.710291,-89.969395,2024-02-28 14:31:46,OFF0095,Susan,Williams,6523.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00811,Karen,Lee,29.0,F,353-398-8434,Critical,NO ARREST,3.0,40070.61,True,Incident at 7061 River Rd. Officer responded at scene.,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
INC004213,Cybercrime,North,Hillcrest,NC,1626 Oak Ave,31.950466,-101.707819,2024-07-06 09:55:13,OFF0110,MARY,Allen,8130.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00689,Jennifer,Scott,32.0,Unknown,785-124-6221,Low,Arrest Made,4.0,8912.1,Unknown,Incident at 1626 Oak Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC002145,Homicide,Central,Lakewood,OH,6587 Elm Blvd,42.601262,-77.563408,2022-05-04 15:56:48,OFF0116,Donna,Martin,2160.0,SUS00609,Michael,Anderson,64.0,MALE,Hispanic,VIC00823,Ashley,Davis,72.0,m,209-144-9316,MEDIUM,Warning Issued,1.0,26598.68,No,Incident at 6587 Elm Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC000240,Drugs,WEST,Centerville,AZ,8429 Washington Ave,44.749017,-70.376721,2018-09-11 00:10:54,OFF0027,Jessica,Allen,2269.0,0,Missing,Missing,46.0,Unknown,Unknown,VIC00014,Emily,Brown,31.0,male,Missing,4,warning,1.0,31308.25,True,Incident at 8429 Washington Ave. Officer responded at scene.,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
INC002295,dui,NORTHWEST,Springfield,FL,4925 Sunset Blvd,27.318511,-113.300548,2024-10-16 02:34:38,OFF0097,Linda,Allen,7324.0,SUS00389,Thomas,Nguyen,45.0,Male,Unknown,VIC00566,Barbara,Anderson,15.0,FEMALE,400-931-5118,High,Arrest Made,3.0,21027.5,NO,Incident at 4925 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
INC003347,Narcotics, Northeast,Oakdale,GA,2465 Sunset Blvd,47.943951,-77.588186,2023-11-21 22:43:04,OFF0079,Joseph,Torres,4828.0,SUS00127,Jennifer,Hall,34.0,M,Unknown,VIC00522,James,Torres,13.0,Unknown,991-777-3400,high,Dismissed,0.0,13696.09,Unknown,Incident at 2465 Sunset Blvd. Officer responded at scene.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
INC001272,Vandalism,northeast,Riverside,TX,8457 Lincoln St,28.852674,-119.207423,2024-12-28 23:54:59,OFF0060,John,Davis,8580.0,SUS00147,Thomas,Harris,67.0,Other,asian,VIC00462,John,Miller,15.0,female,344-973-4807,Unknown,Dismissed,0.0,37079.19,Yes,Missing,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
